"","seqnames","start","end","width","strand","score","pct_cons","normal","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_13128","chr1",32817500,32827500,10001,"*",164,65.0793650793651,4.17560752630087,"window_13128","64766",32816767,32858875,42109,"+",0,"inside",732,"S100PBP","S100P binding protein"
"window_13128.1","chr1",32817500,32827500,10001,"*",164,65.0793650793651,4.17560752630087,"window_13128","8565",32775237,32818153,42917,"-",0,"overlapStart",0,"YARS1","tyrosyl-tRNA synthetase 1"
"window_13327","chr1",33315000,33325000,10001,"*",155,61.5079365079365,4.11916621539592,"window_13327","127550",33306766,33321098,14333,"-",0,"overlapStart",0,"A3GALT2","alpha 1,3-galactosyltransferase 2"
"window_13338","chr1",33342500,33352500,10001,"*",152,60.3174603174603,4.09962161932294,"window_13338","101929464",33350352,33363245,12894,"+",0,"overlapStart",0,"PHC2-AS1","PHC2 antisense RNA 1"
"window_13340","chr1",33347500,33357500,10001,"*",152,60.3174603174603,4.09962161932294,"window_13340","101929464",33350352,33363245,12894,"+",0,"overlapStart",0,"PHC2-AS1","PHC2 antisense RNA 1"
"window_14074","chr1",35182500,35192500,10001,"*",168,66.6666666666667,4.19970507787993,"window_14074","6421",35176378,35193145,16768,"-",0,"inside",644,"SFPQ","splicing factor proline and glutamine rich"
"window_14221","chr1",35550000,35560000,10001,"*",173,68.6507936507936,4.22903269297445,"window_14221","23154",35557473,35567274,9802,"+",0,"overlapStart",0,"NCDN","neurochondrin"
"window_14221.1","chr1",35550000,35560000,10001,"*",173,68.6507936507936,4.22903269297445,"window_14221","79932",35433492,35557950,124459,"-",0,"overlapStart",0,"KIAA0319L","KIAA0319 like"
"window_14225","chr1",35560000,35570000,10001,"*",165,65.4761904761905,4.18168657237725,"window_14225","23154",35557473,35567274,9802,"+",0,"overlapEnd",2526,"NCDN","neurochondrin"
"window_14225.1","chr1",35560000,35570000,10001,"*",165,65.4761904761905,4.18168657237725,"window_14225","79932",35433492,35557950,124459,"-",2049,"upstream",2049,"KIAA0319L","KIAA0319 like"
"window_14226","chr1",35562500,35572500,10001,"*",159,63.0952380952381,4.1446453006969,"window_14226","339488",35573314,35595328,22015,"+",813,"upstream",813,"TFAP2E","transcription factor AP-2 epsilon"
"window_14433","chr1",36080000,36090000,10001,"*",167,66.2698412698413,4.19373491089342,"window_14433","27285",36084094,36088275,4182,"+",0,"includeFeature",0,"TEKT2","tektin 2"
"window_14433.1","chr1",36080000,36090000,10001,"*",167,66.2698412698413,4.19373491089342,"window_14433","54936",36088892,36093932,5041,"+",0,"overlapStart",0,"ADPRS","ADP-ribosylserine hydrolase"
"window_14434","chr1",36082500,36092500,10001,"*",170,67.4603174603175,4.21153953552693,"window_14434","27285",36084094,36088275,4182,"+",0,"includeFeature",0,"TEKT2","tektin 2"
"window_14434.1","chr1",36082500,36092500,10001,"*",170,67.4603174603175,4.21153953552693,"window_14434","54936",36088892,36093932,5041,"+",0,"overlapStart",0,"ADPRS","ADP-ribosylserine hydrolase"
"window_14435","chr1",36085000,36095000,10001,"*",168,66.6666666666667,4.19970507787993,"window_14435","27285",36084094,36088275,4182,"+",0,"overlapEnd",905,"TEKT2","tektin 2"
"window_14435.1","chr1",36085000,36095000,10001,"*",168,66.6666666666667,4.19970507787993,"window_14435","54936",36088892,36093932,5041,"+",0,"includeFeature",0,"ADPRS","ADP-ribosylserine hydrolase"
"window_14436","chr1",36087500,36097500,10001,"*",168,66.6666666666667,4.19970507787993,"window_14436","54936",36088892,36093932,5041,"+",0,"includeFeature",0,"ADPRS","ADP-ribosylserine hydrolase"
"window_14461","chr1",36150000,36160000,10001,"*",155,61.5079365079365,4.11916621539592,"window_14461","55700",36155579,36180849,25271,"+",0,"overlapStart",0,"MAP7D1","MAP7 domain containing 1"
"window_14461.1","chr1",36150000,36160000,10001,"*",155,61.5079365079365,4.11916621539592,"window_14461","27095",36136570,36156053,19484,"-",0,"overlapStart",0,"TRAPPC3","trafficking protein particle complex 3"
"window_14462","chr1",36152500,36162500,10001,"*",157,62.3015873015873,4.13198690382498,"window_14462","55700",36155579,36180849,25271,"+",0,"overlapStart",0,"MAP7D1","MAP7 domain containing 1"
"window_14462.1","chr1",36152500,36162500,10001,"*",157,62.3015873015873,4.13198690382498,"window_14462","27095",36136570,36156053,19484,"-",0,"overlapStart",0,"TRAPPC3","trafficking protein particle complex 3"
"window_14463","chr1",36155000,36165000,10001,"*",160,63.4920634920635,4.1509149137105,"window_14463","55700",36155579,36180849,25271,"+",0,"overlapStart",0,"MAP7D1","MAP7 domain containing 1"
"window_14463.1","chr1",36155000,36165000,10001,"*",160,63.4920634920635,4.1509149137105,"window_14463","27095",36136570,36156053,19484,"-",0,"overlapStart",0,"TRAPPC3","trafficking protein particle complex 3"
"window_14464","chr1",36157500,36167500,10001,"*",155,61.5079365079365,4.11916621539592,"window_14464","55700",36155579,36180849,25271,"+",0,"inside",1920,"MAP7D1","MAP7 domain containing 1"
"window_14464.1","chr1",36157500,36167500,10001,"*",155,61.5079365079365,4.11916621539592,"window_14464","27095",36136570,36156053,19484,"-",1446,"upstream",1446,"TRAPPC3","trafficking protein particle complex 3"
"window_14522","chr1",36302500,36312500,10001,"*",153,60.7142857142857,4.1061790198691,"window_14522","79729",36306368,36329340,22973,"+",0,"overlapStart",0,"SH3D21","SH3 domain containing 21"
"window_14526","chr1",36312500,36322500,10001,"*",164,65.0793650793651,4.17560752630087,"window_14526","55194",36322031,36324154,2124,"-",0,"overlapEnd",1653,"EVA1B","eva-1 homolog B"
"window_14527","chr1",36315000,36325000,10001,"*",166,65.8730158730159,4.18772888683321,"window_14527","55194",36322031,36324154,2124,"-",0,"includeFeature",0,"EVA1B","eva-1 homolog B"
"window_14528","chr1",36317500,36327500,10001,"*",167,66.2698412698413,4.19373491089342,"window_14528","55194",36322031,36324154,2124,"-",0,"includeFeature",0,"EVA1B","eva-1 homolog B"
"window_14529","chr1",36320000,36330000,10001,"*",167,66.2698412698413,4.19373491089342,"window_14529","55194",36322031,36324154,2124,"-",0,"includeFeature",0,"EVA1B","eva-1 homolog B"
"window_14530","chr1",36322500,36332500,10001,"*",168,66.6666666666667,4.19970507787993,"window_14530","55194",36322031,36324154,2124,"-",0,"overlapStart",0,"EVA1B","eva-1 homolog B"
"window_14551","chr1",36375000,36385000,10001,"*",155,61.5079365079365,4.11916621539592,"window_14551","83931",36339624,36385896,46273,"-",0,"inside",895,"STK40","serine/threonine kinase 40"
"window_14552","chr1",36377500,36387500,10001,"*",171,67.8571428571429,4.21740465497933,"window_14552","83931",36339624,36385896,46273,"-",0,"overlapStart",0,"STK40","serine/threonine kinase 40"
"window_14553","chr1",36380000,36390000,10001,"*",169,67.0634920634921,4.20563981339974,"window_14553","83931",36339624,36385896,46273,"-",0,"overlapStart",0,"STK40","serine/threonine kinase 40"
"window_14554","chr1",36382500,36392500,10001,"*",168,66.6666666666667,4.19970507787993,"window_14554","83931",36339624,36385896,46273,"-",0,"overlapStart",0,"STK40","serine/threonine kinase 40"
"window_14555","chr1",36385000,36395000,10001,"*",161,63.8888888888889,4.15714546346113,"window_14555","83931",36339624,36385896,46273,"-",0,"overlapStart",0,"STK40","serine/threonine kinase 40"
"window_14555.1","chr1",36385000,36395000,10001,"*",161,63.8888888888889,4.15714546346113,"window_14555","84967",36391238,36397908,6671,"-",0,"overlapEnd",2907,"LSM10","LSM10, U7 small nuclear RNA associated"
"window_14581","chr1",36450000,36460000,10001,"*",160,63.4920634920635,4.1509149137105,"window_14581","127700",36415827,36450451,34625,"-",0,"overlapStart",0,"OSCP1","organic solute carrier partner 1"
"window_14582","chr1",36452500,36462500,10001,"*",154,61.1111111111111,4.1126937008903,"window_14582","127700",36415827,36450451,34625,"-",2048,"upstream",2048,"OSCP1","organic solute carrier partner 1"
"window_14582.1","chr1",36452500,36462500,10001,"*",154,61.1111111111111,4.1126937008903,"window_14582","64960",36455718,36464384,8667,"-",0,"overlapEnd",1883,"MRPS15","mitochondrial ribosomal protein S15"
"window_14988","chr1",37467500,37477500,10001,"*",161,63.8888888888889,4.15714546346113,"window_14988","728431",37350934,37474411,123478,"-",0,"overlapStart",0,"LINC01137","long intergenic non-protein coding RNA 1137"
"window_14988.1","chr1",37467500,37477500,10001,"*",161,63.8888888888889,4.15714546346113,"window_14988","80149",37474580,37484377,9798,"+",0,"overlapStart",0,"ZC3H12A","zinc finger CCCH-type containing 12A"
"window_14988.2","chr1",37467500,37477500,10001,"*",161,63.8888888888889,4.15714546346113,"window_14988","102465438",37480230,37480289,60,"+",2729,"upstream",2729,"MIR6732","microRNA 6732"
"window_14989","chr1",37470000,37480000,10001,"*",162,64.2857142857143,4.16333743370905,"window_14989","728431",37350934,37474411,123478,"-",0,"overlapStart",0,"LINC01137","long intergenic non-protein coding RNA 1137"
"window_14989.1","chr1",37470000,37480000,10001,"*",162,64.2857142857143,4.16333743370905,"window_14989","80149",37474580,37484377,9798,"+",0,"overlapStart",0,"ZC3H12A","zinc finger CCCH-type containing 12A"
"window_14989.2","chr1",37470000,37480000,10001,"*",162,64.2857142857143,4.16333743370905,"window_14989","102465438",37480230,37480289,60,"+",229,"upstream",229,"MIR6732","microRNA 6732"
"window_14990","chr1",37472500,37482500,10001,"*",165,65.4761904761905,4.18168657237725,"window_14990","728431",37350934,37474411,123478,"-",0,"overlapStart",0,"LINC01137","long intergenic non-protein coding RNA 1137"
"window_14990.1","chr1",37472500,37482500,10001,"*",165,65.4761904761905,4.18168657237725,"window_14990","80149",37474580,37484377,9798,"+",0,"overlapStart",0,"ZC3H12A","zinc finger CCCH-type containing 12A"
"window_14990.2","chr1",37472500,37482500,10001,"*",165,65.4761904761905,4.18168657237725,"window_14990","102465438",37480230,37480289,60,"+",0,"includeFeature",0,"MIR6732","microRNA 6732"
"window_14991","chr1",37475000,37485000,10001,"*",160,63.4920634920635,4.1509149137105,"window_14991","728431",37350934,37474411,123478,"-",588,"upstream",588,"LINC01137","long intergenic non-protein coding RNA 1137"
"window_14991.1","chr1",37475000,37485000,10001,"*",160,63.4920634920635,4.1509149137105,"window_14991","80149",37474580,37484377,9798,"+",0,"overlapEnd",419,"ZC3H12A","zinc finger CCCH-type containing 12A"
"window_14991.2","chr1",37475000,37485000,10001,"*",160,63.4920634920635,4.1509149137105,"window_14991","102465438",37480230,37480289,60,"+",0,"includeFeature",0,"MIR6732","microRNA 6732"
"window_14992","chr1",37477500,37487500,10001,"*",155,61.5079365079365,4.11916621539592,"window_14992","80149",37474580,37484377,9798,"+",0,"overlapEnd",2919,"ZC3H12A","zinc finger CCCH-type containing 12A"
"window_14992.1","chr1",37477500,37487500,10001,"*",155,61.5079365079365,4.11916621539592,"window_14992","102465438",37480230,37480289,60,"+",0,"includeFeature",0,"MIR6732","microRNA 6732"
"window_15019","chr1",37545000,37555000,10001,"*",159,63.0952380952381,4.1446453006969,"window_15019","79753",37534449,37554293,19845,"-",0,"overlapStart",0,"SNIP1","Smad nuclear interacting protein 1"
"window_15019.1","chr1",37545000,37555000,10001,"*",159,63.0952380952381,4.1446453006969,"window_15019","7802",37556919,37566857,9939,"+",1918,"upstream",1918,"DNALI1","dynein axonemal light intermediate chain 1"
"window_15020","chr1",37547500,37557500,10001,"*",159,63.0952380952381,4.1446453006969,"window_15020","79753",37534449,37554293,19845,"-",0,"overlapStart",0,"SNIP1","Smad nuclear interacting protein 1"
"window_15020.1","chr1",37547500,37557500,10001,"*",159,63.0952380952381,4.1446453006969,"window_15020","7802",37556919,37566857,9939,"+",0,"overlapStart",0,"DNALI1","dynein axonemal light intermediate chain 1"
"window_15021","chr1",37550000,37560000,10001,"*",155,61.5079365079365,4.11916621539592,"window_15021","79753",37534449,37554293,19845,"-",0,"overlapStart",0,"SNIP1","Smad nuclear interacting protein 1"
"window_15021.1","chr1",37550000,37560000,10001,"*",155,61.5079365079365,4.11916621539592,"window_15021","7802",37556919,37566857,9939,"+",0,"overlapStart",0,"DNALI1","dynein axonemal light intermediate chain 1"
"window_15120","chr1",37797500,37807500,10001,"*",167,66.2698412698413,4.19373491089342,"window_15120","127687",37806979,37809454,2476,"+",0,"overlapStart",0,"C1orf122","chromosome 1 open reading frame 122"
"window_15120.1","chr1",37797500,37807500,10001,"*",167,66.2698412698413,4.19373491089342,"window_15120","79693",37802945,37808208,5264,"-",0,"overlapEnd",707,"YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"window_15121","chr1",37800000,37810000,10001,"*",175,69.4444444444444,4.24052707240018,"window_15121","127687",37806979,37809454,2476,"+",0,"includeFeature",0,"C1orf122","chromosome 1 open reading frame 122"
"window_15121.1","chr1",37800000,37810000,10001,"*",175,69.4444444444444,4.24052707240018,"window_15121","79693",37802945,37808208,5264,"-",0,"includeFeature",0,"YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"window_15122","chr1",37802500,37812500,10001,"*",172,68.2539682539683,4.22323557529012,"window_15122","127687",37806979,37809454,2476,"+",0,"includeFeature",0,"C1orf122","chromosome 1 open reading frame 122"
"window_15122.1","chr1",37802500,37812500,10001,"*",172,68.2539682539683,4.22323557529012,"window_15122","79693",37802945,37808208,5264,"-",0,"includeFeature",0,"YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"window_15123","chr1",37805000,37815000,10001,"*",174,69.0476190476191,4.2347963976912,"window_15123","127687",37806979,37809454,2476,"+",0,"includeFeature",0,"C1orf122","chromosome 1 open reading frame 122"
"window_15123.1","chr1",37805000,37815000,10001,"*",174,69.0476190476191,4.2347963976912,"window_15123","79693",37802945,37808208,5264,"-",0,"overlapStart",0,"YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"window_15124","chr1",37807500,37817500,10001,"*",173,68.6507936507936,4.22903269297445,"window_15124","127687",37806979,37809454,2476,"+",0,"overlapEnd",520,"C1orf122","chromosome 1 open reading frame 122"
"window_15124.1","chr1",37807500,37817500,10001,"*",173,68.6507936507936,4.22903269297445,"window_15124","79693",37802945,37808208,5264,"-",0,"overlapStart",0,"YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"window_15193","chr1",37980000,37990000,10001,"*",155,61.5079365079365,4.11916621539592,"window_15193","10946",37956975,37990075,33101,"-",0,"inside",74,"SF3A3","splicing factor 3a subunit 3"
"window_15198","chr1",37992500,38002500,10001,"*",161,63.8888888888889,4.15714546346113,"window_15198","10946",37956975,37990075,33101,"-",2424,"upstream",2424,"SF3A3","splicing factor 3a subunit 3"
"window_15199","chr1",37995000,38005000,10001,"*",160,63.4920634920635,4.1509149137105,"window_15199","2275",37996770,38005606,8837,"-",0,"overlapEnd",605,"FHL3","four and a half LIM domains 3"
"window_15200","chr1",37997500,38007500,10001,"*",159,63.0952380952381,4.1446453006969,"window_15200","2275",37996770,38005606,8837,"-",0,"overlapStart",0,"FHL3","four and a half LIM domains 3"
"window_15200.1","chr1",37997500,38007500,10001,"*",159,63.0952380952381,4.1446453006969,"window_15200","51118",38009258,38024820,15563,"+",1757,"upstream",1757,"UTP11","UTP11 small subunit processome component"
"window_15201","chr1",38000000,38010000,10001,"*",158,62.6984126984127,4.13833613150363,"window_15201","2275",37996770,38005606,8837,"-",0,"overlapStart",0,"FHL3","four and a half LIM domains 3"
"window_15201.1","chr1",38000000,38010000,10001,"*",158,62.6984126984127,4.13833613150363,"window_15201","51118",38009258,38024820,15563,"+",0,"overlapStart",0,"UTP11","UTP11 small subunit processome component"
"window_15594","chr1",38982500,38992500,10001,"*",154,61.1111111111111,4.1126937008903,"window_15594","79647",38991276,39006059,14784,"+",0,"overlapStart",0,"AKIRIN1","akirin 1"
"window_15597","chr1",38990000,39000000,10001,"*",166,65.8730158730159,4.18772888683321,"window_15597","79647",38991276,39006059,14784,"+",0,"overlapStart",0,"AKIRIN1","akirin 1"
"window_15821","chr1",39550000,39560000,10001,"*",153,60.7142857142857,4.1061790198691,"window_15821","728448",39522280,39559671,37392,"-",0,"overlapStart",0,"PPIEL","peptidylprolyl isomerase E like pseudogene"
"window_15822","chr1",39552500,39562500,10001,"*",156,61.9047619047619,4.12559710572621,"window_15822","728448",39522280,39559671,37392,"-",0,"overlapStart",0,"PPIEL","peptidylprolyl isomerase E like pseudogene"
"window_15822.1","chr1",39552500,39562500,10001,"*",156,61.9047619047619,4.12559710572621,"window_15822","101929516",39565052,39573860,8809,"+",2551,"upstream",2551,"PABPC4-AS1","PABPC4 antisense RNA 1"
"window_15823","chr1",39555000,39565000,10001,"*",157,62.3015873015873,4.13198690382498,"window_15823","728448",39522280,39559671,37392,"-",0,"overlapStart",0,"PPIEL","peptidylprolyl isomerase E like pseudogene"
"window_15823.1","chr1",39555000,39565000,10001,"*",157,62.3015873015873,4.13198690382498,"window_15823","101929516",39565052,39573860,8809,"+",51,"upstream",51,"PABPC4-AS1","PABPC4 antisense RNA 1"
"window_15824","chr1",39557500,39567500,10001,"*",162,64.2857142857143,4.16333743370905,"window_15824","728448",39522280,39559671,37392,"-",0,"overlapStart",0,"PPIEL","peptidylprolyl isomerase E like pseudogene"
"window_15824.1","chr1",39557500,39567500,10001,"*",162,64.2857142857143,4.16333743370905,"window_15824","101929516",39565052,39573860,8809,"+",0,"overlapStart",0,"PABPC4-AS1","PABPC4 antisense RNA 1"
"window_15824.2","chr1",39557500,39567500,10001,"*",162,64.2857142857143,4.16333743370905,"window_15824","677834",39567374,39567508,135,"-",0,"overlapEnd",7,"SNORA55","small nucleolar RNA, H/ACA box 55"
"window_15827","chr1",39565000,39575000,10001,"*",168,66.6666666666667,4.19970507787993,"window_15827","101929516",39565052,39573860,8809,"+",0,"includeFeature",0,"PABPC4-AS1","PABPC4 antisense RNA 1"
"window_15827.1","chr1",39565000,39575000,10001,"*",168,66.6666666666667,4.19970507787993,"window_15827","677834",39567374,39567508,135,"-",0,"includeFeature",0,"SNORA55","small nucleolar RNA, H/ACA box 55"
"window_15827.2","chr1",39565000,39575000,10001,"*",168,66.6666666666667,4.19970507787993,"window_15827","8761",39560816,39576790,15975,"-",0,"inside",1789,"PABPC4","poly(A) binding protein cytoplasmic 4"
"window_15828","chr1",39567500,39577500,10001,"*",160,63.4920634920635,4.1509149137105,"window_15828","101929516",39565052,39573860,8809,"+",0,"overlapEnd",2447,"PABPC4-AS1","PABPC4 antisense RNA 1"
"window_15828.1","chr1",39567500,39577500,10001,"*",160,63.4920634920635,4.1509149137105,"window_15828","677834",39567374,39567508,135,"-",0,"overlapStart",0,"SNORA55","small nucleolar RNA, H/ACA box 55"
"window_15828.2","chr1",39567500,39577500,10001,"*",160,63.4920634920635,4.1509149137105,"window_15828","8761",39560816,39576790,15975,"-",0,"overlapStart",0,"PABPC4","poly(A) binding protein cytoplasmic 4"
"window_15829","chr1",39570000,39580000,10001,"*",159,63.0952380952381,4.1446453006969,"window_15829","677834",39567374,39567508,135,"-",2491,"upstream",2491,"SNORA55","small nucleolar RNA, H/ACA box 55"
"window_15829.1","chr1",39570000,39580000,10001,"*",159,63.0952380952381,4.1446453006969,"window_15829","8761",39560816,39576790,15975,"-",0,"overlapStart",0,"PABPC4","poly(A) binding protein cytoplasmic 4"
"window_15830","chr1",39572500,39582500,10001,"*",159,63.0952380952381,4.1446453006969,"window_15830","8761",39560816,39576790,15975,"-",0,"overlapStart",0,"PABPC4","poly(A) binding protein cytoplasmic 4"
"window_15831","chr1",39575000,39585000,10001,"*",157,62.3015873015873,4.13198690382498,"window_15831","8761",39560816,39576790,15975,"-",0,"overlapStart",0,"PABPC4","poly(A) binding protein cytoplasmic 4"
"window_16278","chr1",40692500,40702500,10001,"*",156,61.9047619047619,4.12559710572621,"window_16278","4802",40691648,40771603,79956,"+",0,"inside",851,"NFYC","nuclear transcription factor Y subunit gamma"
"window_16278.1","chr1",40692500,40702500,10001,"*",156,61.9047619047619,4.12559710572621,"window_16278","100130557",40690380,40692066,1687,"-",433,"upstream",433,"NFYC-AS1","NFYC antisense RNA 1"
"window_16403","chr1",41005000,41015000,10001,"*",164,65.0793650793651,4.17560752630087,"window_16403","100507178",41014590,41043890,29301,"+",0,"overlapStart",0,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"window_16404","chr1",41007500,41017500,10001,"*",166,65.8730158730159,4.18772888683321,"window_16404","100507178",41014590,41043890,29301,"+",0,"overlapStart",0,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"window_16405","chr1",41010000,41020000,10001,"*",167,66.2698412698413,4.19373491089342,"window_16405","100507178",41014590,41043890,29301,"+",0,"overlapStart",0,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"window_16406","chr1",41012500,41022500,10001,"*",170,67.4603174603175,4.21153953552693,"window_16406","100507178",41014590,41043890,29301,"+",0,"overlapStart",0,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"window_16406.1","chr1",41012500,41022500,10001,"*",170,67.4603174603175,4.21153953552693,"window_16406","200172",41015597,41023237,7641,"-",0,"overlapEnd",736,"SLFNL1","schlafen like 1"
"window_16407","chr1",41015000,41025000,10001,"*",171,67.8571428571429,4.21740465497933,"window_16407","100507178",41014590,41043890,29301,"+",0,"inside",409,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"window_16407.1","chr1",41015000,41025000,10001,"*",171,67.8571428571429,4.21740465497933,"window_16407","200172",41015597,41023237,7641,"-",0,"includeFeature",0,"SLFNL1","schlafen like 1"
"window_16408","chr1",41017500,41027500,10001,"*",168,66.6666666666667,4.19970507787993,"window_16408","100507178",41014590,41043890,29301,"+",0,"inside",2909,"SLFNL1-AS1","SLFNL1 antisense RNA 1"
"window_16408.1","chr1",41017500,41027500,10001,"*",168,66.6666666666667,4.19970507787993,"window_16408","200172",41015597,41023237,7641,"-",0,"overlapStart",0,"SLFNL1","schlafen like 1"
"window_16409","chr1",41020000,41030000,10001,"*",168,66.6666666666667,4.19970507787993,"window_16409","200172",41015597,41023237,7641,"-",0,"overlapStart",0,"SLFNL1","schlafen like 1"
"window_16410","chr1",41022500,41032500,10001,"*",162,64.2857142857143,4.16333743370905,"window_16410","200172",41015597,41023237,7641,"-",0,"overlapStart",0,"SLFNL1","schlafen like 1"
"window_16411","chr1",41025000,41035000,10001,"*",160,63.4920634920635,4.1509149137105,"window_16411","200172",41015597,41023237,7641,"-",1762,"upstream",1762,"SLFNL1","schlafen like 1"
"window_17071","chr1",42675000,42685000,10001,"*",153,60.7142857142857,4.1061790198691,"window_17071","4904",42682418,42703805,21388,"+",0,"overlapStart",0,"YBX1","Y-box binding protein 1"
"window_17181","chr1",42950000,42960000,10001,"*",153,60.7142857142857,4.1061790198691,"window_17181","6513",42925375,42958868,33494,"-",0,"overlapStart",0,"SLC2A1","solute carrier family 2 member 1"
"window_17181.1","chr1",42950000,42960000,10001,"*",153,60.7142857142857,4.1061790198691,"window_17181","440584",42959049,42996814,37766,"+",0,"overlapStart",0,"SLC2A1-AS1","SLC2A1 antisense RNA 1"
"window_17182","chr1",42952500,42962500,10001,"*",154,61.1111111111111,4.1126937008903,"window_17182","6513",42925375,42958868,33494,"-",0,"overlapStart",0,"SLC2A1","solute carrier family 2 member 1"
"window_17182.1","chr1",42952500,42962500,10001,"*",154,61.1111111111111,4.1126937008903,"window_17182","440584",42959049,42996814,37766,"+",0,"overlapStart",0,"SLC2A1-AS1","SLC2A1 antisense RNA 1"
"window_17345","chr1",43360000,43370000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17345","991",43358981,43363203,4223,"+",0,"overlapEnd",1018,"CDC20","cell division cycle 20"
"window_17345.1","chr1",43360000,43370000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17345","102466723",43364648,43364715,68,"-",0,"includeFeature",0,"MIR6734","microRNA 6734"
"window_17345.2","chr1",43360000,43370000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17345","64834",43363398,43368074,4677,"-",0,"includeFeature",0,"ELOVL1","ELOVL fatty acid elongase 1"
"window_17347","chr1",43365000,43375000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17347","102466723",43364648,43364715,68,"-",284,"upstream",284,"MIR6734","microRNA 6734"
"window_17347.1","chr1",43365000,43375000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17347","64834",43363398,43368074,4677,"-",0,"overlapStart",0,"ELOVL1","ELOVL fatty acid elongase 1"
"window_17348","chr1",43367500,43377500,10001,"*",164,65.0793650793651,4.17560752630087,"window_17348","102466723",43364648,43364715,68,"-",2784,"upstream",2784,"MIR6734","microRNA 6734"
"window_17348.1","chr1",43367500,43377500,10001,"*",164,65.0793650793651,4.17560752630087,"window_17348","64834",43363398,43368074,4677,"-",0,"overlapStart",0,"ELOVL1","ELOVL fatty acid elongase 1"
"window_17354","chr1",43382500,43392500,10001,"*",174,69.0476190476191,4.2347963976912,"window_17354","112950",43383917,43389808,5892,"-",0,"includeFeature",0,"MED8","mediator complex subunit 8"
"window_17354.1","chr1",43382500,43392500,10001,"*",174,69.0476190476191,4.2347963976912,"window_17354","23334",43389882,43454247,64366,"+",0,"overlapStart",0,"SZT2","SZT2 subunit of KICSTOR complex"
"window_17355","chr1",43385000,43395000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17355","112950",43383917,43389808,5892,"-",0,"overlapStart",0,"MED8","mediator complex subunit 8"
"window_17355.1","chr1",43385000,43395000,10001,"*",176,69.8412698412698,4.24622509351482,"window_17355","23334",43389882,43454247,64366,"+",0,"overlapStart",0,"SZT2","SZT2 subunit of KICSTOR complex"
"window_17356","chr1",43387500,43397500,10001,"*",176,69.8412698412698,4.24622509351482,"window_17356","112950",43383917,43389808,5892,"-",0,"overlapStart",0,"MED8","mediator complex subunit 8"
"window_17356.1","chr1",43387500,43397500,10001,"*",176,69.8412698412698,4.24622509351482,"window_17356","23334",43389882,43454247,64366,"+",0,"overlapStart",0,"SZT2","SZT2 subunit of KICSTOR complex"
"window_17377","chr1",43440000,43450000,10001,"*",167,66.2698412698413,4.19373491089342,"window_17377","102465440",43448539,43448611,73,"+",0,"includeFeature",0,"MIR6735","microRNA 6735"
"window_17377.1","chr1",43440000,43450000,10001,"*",167,66.2698412698413,4.19373491089342,"window_17377","100873952",43447776,43448644,869,"-",0,"includeFeature",0,"SZT2-AS1","SZT2 antisense RNA 1"
"window_17378","chr1",43442500,43452500,10001,"*",170,67.4603174603175,4.21153953552693,"window_17378","102465440",43448539,43448611,73,"+",0,"includeFeature",0,"MIR6735","microRNA 6735"
"window_17378.1","chr1",43442500,43452500,10001,"*",170,67.4603174603175,4.21153953552693,"window_17378","100873952",43447776,43448644,869,"-",0,"includeFeature",0,"SZT2-AS1","SZT2 antisense RNA 1"
"window_17378.2","chr1",43442500,43452500,10001,"*",170,67.4603174603175,4.21153953552693,"window_17378","81888",43451003,43453989,2987,"-",0,"overlapEnd",1488,"HYI","hydroxypyruvate isomerase (putative)"
"window_17460","chr1",43647500,43657500,10001,"*",157,62.3015873015873,4.13198690382498,"window_17460","9682",43650149,43931014,280866,"+",0,"overlapStart",0,"KDM4A","lysine demethylase 4A"
"window_17461","chr1",43650000,43660000,10001,"*",161,63.8888888888889,4.15714546346113,"window_17461","9682",43650149,43931014,280866,"+",0,"overlapStart",0,"KDM4A","lysine demethylase 4A"
"window_17479","chr1",43695000,43705000,10001,"*",160,63.4920634920635,4.1509149137105,"window_17479","6487",43705824,43931165,225342,"+",823,"upstream",823,"ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"window_17480","chr1",43697500,43707500,10001,"*",172,68.2539682539683,4.22323557529012,"window_17480","6487",43705824,43931165,225342,"+",0,"overlapStart",0,"ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
