"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_395816","chr5",109872500,109882500,10001,"*",64,25.3968253968254,"window_395816","100289673",109883182,109884751,1570,"+",681,"upstream",681,"LINC01848","long intergenic non-protein coding RNA 1848"
"window_395817","chr5",109875000,109885000,10001,"*",58,23.015873015873,"window_395817","100289673",109883182,109884751,1570,"+",0,"includeFeature",0,"LINC01848","long intergenic non-protein coding RNA 1848"
"window_396159","chr5",110730000,110740000,10001,"*",64,25.3968253968254,"window_396159","91137",110738136,110765161,27026,"+",0,"overlapStart",0,"SLC25A46","solute carrier family 25 member 46"
"window_396159.1","chr5",110730000,110740000,10001,"*",64,25.3968253968254,"window_396159","642987",110289233,110738956,449724,"-",0,"overlapStart",0,"TMEM232","transmembrane protein 232"
"window_396160","chr5",110732500,110742500,10001,"*",72,28.5714285714286,"window_396160","91137",110738136,110765161,27026,"+",0,"overlapStart",0,"SLC25A46","solute carrier family 25 member 46"
"window_396160.1","chr5",110732500,110742500,10001,"*",72,28.5714285714286,"window_396160","642987",110289233,110738956,449724,"-",0,"overlapStart",0,"TMEM232","transmembrane protein 232"
"window_396301","chr5",111085000,111095000,10001,"*",64,25.3968253968254,"window_396301","134430",111091716,111130502,38787,"+",0,"overlapStart",0,"WDR36","WD repeat domain 36"
"window_396466","chr5",111497500,111507500,10001,"*",55,21.8253968253968,"window_396466","100505678",111510396,111739726,229331,"+",2895,"upstream",2895,"STARD4-AS1","STARD4 antisense RNA 1"
"window_396467","chr5",111500000,111510000,10001,"*",61,24.2063492063492,"window_396467","100505678",111510396,111739726,229331,"+",395,"upstream",395,"STARD4-AS1","STARD4 antisense RNA 1"
"window_396467.1","chr5",111500000,111510000,10001,"*",61,24.2063492063492,"window_396467","134429",111496033,111512590,16558,"-",0,"inside",2589,"STARD4","StAR related lipid transfer domain containing 4"
"window_397055","chr5",112970000,112980000,10001,"*",62,24.6031746031746,"window_397055","167227",112976702,113022195,45494,"+",0,"overlapStart",0,"DCP2","decapping mRNA 2"
"window_397056","chr5",112972500,112982500,10001,"*",74,29.3650793650794,"window_397056","167227",112976702,113022195,45494,"+",0,"overlapStart",0,"DCP2","decapping mRNA 2"
"window_397058","chr5",112977500,112987500,10001,"*",66,26.1904761904762,"window_397058","167227",112976702,113022195,45494,"+",0,"inside",797,"DCP2","decapping mRNA 2"
"window_397259","chr5",113480000,113490000,10001,"*",51,20.2380952380952,"window_397259","4163",113022099,113488823,466725,"-",0,"overlapStart",0,"MCC","MCC regulator of WNT signaling pathway"
"window_397260","chr5",113482500,113492500,10001,"*",51,20.2380952380952,"window_397260","4163",113022099,113488823,466725,"-",0,"overlapStart",0,"MCC","MCC regulator of WNT signaling pathway"
"window_397261","chr5",113485000,113495000,10001,"*",55,21.8253968253968,"window_397261","4163",113022099,113488823,466725,"-",0,"overlapStart",0,"MCC","MCC regulator of WNT signaling pathway"
"window_397262","chr5",113487500,113497500,10001,"*",66,26.1904761904762,"window_397262","4163",113022099,113488823,466725,"-",0,"overlapStart",0,"MCC","MCC regulator of WNT signaling pathway"
"window_397269","chr5",113505000,113515000,10001,"*",60,23.8095238095238,"window_397269","64848",113513694,113595285,81592,"+",0,"overlapStart",0,"YTHDC2","YTH domain containing 2"
"window_397273","chr5",113515000,113525000,10001,"*",66,26.1904761904762,"window_397273","64848",113513694,113595285,81592,"+",0,"inside",1305,"YTHDC2","YTH domain containing 2"
"window_397969","chr5",115255000,115265000,10001,"*",59,23.4126984126984,"window_397969","5229",115204012,115262877,58866,"-",0,"overlapStart",0,"PGGT1B","protein geranylgeranyltransferase type I subunit beta"
"window_397970","chr5",115257500,115267500,10001,"*",64,25.3968253968254,"window_397970","5229",115204012,115262877,58866,"-",0,"overlapStart",0,"PGGT1B","protein geranylgeranyltransferase type I subunit beta"
"window_397971","chr5",115260000,115270000,10001,"*",71,28.1746031746032,"window_397971","5229",115204012,115262877,58866,"-",0,"overlapStart",0,"PGGT1B","protein geranylgeranyltransferase type I subunit beta"
"window_397973","chr5",115265000,115275000,10001,"*",74,29.3650793650794,"window_397973","5229",115204012,115262877,58866,"-",2122,"upstream",2122,"PGGT1B","protein geranylgeranyltransferase type I subunit beta"
"window_397981","chr5",115285000,115295000,10001,"*",57,22.6190476190476,"window_397981","153733",115267190,115296693,29504,"-",0,"inside",1692,"CCDC112","coiled-coil domain containing 112"
"window_397982","chr5",115287500,115297500,10001,"*",68,26.984126984127,"window_397982","153733",115267190,115296693,29504,"-",0,"overlapStart",0,"CCDC112","coiled-coil domain containing 112"
"window_397985","chr5",115295000,115305000,10001,"*",75,29.7619047619048,"window_397985","153733",115267190,115296693,29504,"-",0,"overlapStart",0,"CCDC112","coiled-coil domain containing 112"
"window_398103","chr5",115590000,115600000,10001,"*",59,23.4126984126984,"window_398103","101927100",115602057,115623897,21841,"+",2056,"upstream",2056,"LOC101927100","uncharacterized LOC101927100"
"window_398103.1","chr5",115590000,115600000,10001,"*",59,23.4126984126984,"window_398103","353376",115578650,115602479,23830,"-",0,"inside",2478,"TICAM2","toll like receptor adaptor molecule 2"
"window_398193","chr5",115815000,115825000,10001,"*",52,20.6349206349206,"window_398193","1036",115804733,115816659,11927,"-",0,"overlapStart",0,"CDO1","cysteine dioxygenase type 1"
"window_398194","chr5",115817500,115827500,10001,"*",74,29.3650793650794,"window_398194","1036",115804733,115816659,11927,"-",840,"upstream",840,"CDO1","cysteine dioxygenase type 1"
"window_398297","chr5",116075000,116085000,10001,"*",68,26.984126984127,"window_398297","51397",116085016,116306923,221908,"+",15,"upstream",15,"COMMD10","COMM domain containing 10"
"window_398301","chr5",116085000,116095000,10001,"*",62,24.6031746031746,"window_398301","51397",116085016,116306923,221908,"+",0,"overlapStart",0,"COMMD10","COMM domain containing 10"
"window_398493","chr5",116565000,116575000,10001,"*",65,25.7936507936508,"window_398493","105379132",116574482,116611200,36719,"+",0,"overlapStart",0,"SEMA6A-AS2","SEMA6A antisense RNA 2"
"window_398493.1","chr5",116565000,116575000,10001,"*",65,25.7936507936508,"window_398493","57556",116443616,116574934,131319,"-",0,"overlapStart",0,"SEMA6A","semaphorin 6A"
"window_398494","chr5",116567500,116577500,10001,"*",66,26.1904761904762,"window_398494","105379132",116574482,116611200,36719,"+",0,"overlapStart",0,"SEMA6A-AS2","SEMA6A antisense RNA 2"
"window_398494.1","chr5",116567500,116577500,10001,"*",66,26.1904761904762,"window_398494","57556",116443616,116574934,131319,"-",0,"overlapStart",0,"SEMA6A","semaphorin 6A"
"window_399459","chr5",118980000,118990000,10001,"*",51,20.2380952380952,"window_399459","285605",118836074,118988547,152474,"-",0,"overlapStart",0,"DTWD2","DTW domain containing 2"
"window_399460","chr5",118982500,118992500,10001,"*",56,22.2222222222222,"window_399460","285605",118836074,118988547,152474,"-",0,"overlapStart",0,"DTWD2","DTW domain containing 2"
"window_399461","chr5",118985000,118995000,10001,"*",55,21.8253968253968,"window_399461","285605",118836074,118988547,152474,"-",0,"overlapStart",0,"DTWD2","DTW domain containing 2"
"window_399462","chr5",118987500,118997500,10001,"*",55,21.8253968253968,"window_399462","285605",118836074,118988547,152474,"-",0,"overlapStart",0,"DTWD2","DTW domain containing 2"
"window_399492","chr5",119062500,119072500,10001,"*",75,29.7619047619048,"window_399492","105379143",119006347,119070902,64556,"-",0,"overlapStart",0,"LOC105379143","uncharacterized LOC105379143"
"window_399493","chr5",119065000,119075000,10001,"*",73,28.968253968254,"window_399493","105379143",119006347,119070902,64556,"-",0,"overlapStart",0,"LOC105379143","uncharacterized LOC105379143"
"window_399494","chr5",119067500,119077500,10001,"*",69,27.3809523809524,"window_399494","105379143",119006347,119070902,64556,"-",0,"overlapStart",0,"LOC105379143","uncharacterized LOC105379143"
"window_399495","chr5",119070000,119080000,10001,"*",64,25.3968253968254,"window_399495","105379143",119006347,119070902,64556,"-",0,"overlapStart",0,"LOC105379143","uncharacterized LOC105379143"
"window_399571","chr5",119260000,119270000,10001,"*",56,22.2222222222222,"window_399571","25816",119268692,119399688,130997,"+",0,"overlapStart",0,"TNFAIP8","TNF alpha induced protein 8"
"window_399575","chr5",119270000,119280000,10001,"*",61,24.2063492063492,"window_399575","25816",119268692,119399688,130997,"+",0,"inside",1307,"TNFAIP8","TNF alpha induced protein 8"
"window_399645","chr5",119445000,119455000,10001,"*",52,20.6349206349206,"window_399645","3295",119452473,119637199,184727,"+",0,"overlapStart",0,"HSD17B4","hydroxysteroid 17-beta dehydrogenase 4"
"window_400652","chr5",121962500,121972500,10001,"*",66,26.1904761904762,"window_400652","153443",121961975,122075570,113596,"+",0,"inside",524,"SRFBP1","serum response factor binding protein 1"
"window_400694","chr5",122067500,122077500,10001,"*",67,26.5873015873016,"window_400694","4015",122063195,122078360,15166,"-",0,"inside",859,"LOX","lysyl oxidase"
"window_400695","chr5",122070000,122080000,10001,"*",67,26.5873015873016,"window_400695","4015",122063195,122078360,15166,"-",0,"overlapStart",0,"LOX","lysyl oxidase"
"window_400696","chr5",122072500,122082500,10001,"*",67,26.5873015873016,"window_400696","4015",122063195,122078360,15166,"-",0,"overlapStart",0,"LOX","lysyl oxidase"
"window_400697","chr5",122075000,122085000,10001,"*",67,26.5873015873016,"window_400697","4015",122063195,122078360,15166,"-",0,"overlapStart",0,"LOX","lysyl oxidase"
"window_400698","chr5",122077500,122087500,10001,"*",60,23.8095238095238,"window_400698","4015",122063195,122078360,15166,"-",0,"overlapStart",0,"LOX","lysyl oxidase"
"window_400973","chr5",122765000,122775000,10001,"*",61,24.2063492063492,"window_400973","6643",122775079,122834543,59465,"+",78,"upstream",78,"SNX2","sorting nexin 2"
"window_400974","chr5",122767500,122777500,10001,"*",68,26.984126984127,"window_400974","6643",122775079,122834543,59465,"+",0,"overlapStart",0,"SNX2","sorting nexin 2"
"window_400975","chr5",122770000,122780000,10001,"*",59,23.4126984126984,"window_400975","6643",122775079,122834543,59465,"+",0,"overlapStart",0,"SNX2","sorting nexin 2"
"window_400976","chr5",122772500,122782500,10001,"*",71,28.1746031746032,"window_400976","6643",122775079,122834543,59465,"+",0,"overlapStart",0,"SNX2","sorting nexin 2"
"window_400977","chr5",122775000,122785000,10001,"*",62,24.6031746031746,"window_400977","6643",122775079,122834543,59465,"+",0,"overlapStart",0,"SNX2","sorting nexin 2"
"window_400978","chr5",122777500,122787500,10001,"*",58,23.015873015873,"window_400978","6643",122775079,122834543,59465,"+",0,"inside",2420,"SNX2","sorting nexin 2"
"window_401000","chr5",122832500,122842500,10001,"*",62,24.6031746031746,"window_401000","28966",122843439,123029354,185916,"+",938,"upstream",938,"SNX24","sorting nexin 24"
"window_401001","chr5",122835000,122845000,10001,"*",63,25,"window_401001","28966",122843439,123029354,185916,"+",0,"overlapStart",0,"SNX24","sorting nexin 24"
"window_401002","chr5",122837500,122847500,10001,"*",59,23.4126984126984,"window_401002","28966",122843439,123029354,185916,"+",0,"overlapStart",0,"SNX24","sorting nexin 24"
"window_401233","chr5",123415000,123425000,10001,"*",57,22.6190476190476,"window_401233","153241",123344885,123423592,78708,"-",0,"overlapStart",0,"CEP120","centrosomal protein 120"
"window_401234","chr5",123417500,123427500,10001,"*",54,21.4285714285714,"window_401234","153241",123344885,123423592,78708,"-",0,"overlapStart",0,"CEP120","centrosomal protein 120"
"window_401273","chr5",123515000,123525000,10001,"*",61,24.2063492063492,"window_401273","1456",123512099,123617045,104947,"+",0,"inside",2900,"CSNK1G3","casein kinase 1 gamma 3"
"window_402503","chr5",126590000,126600000,10001,"*",64,25.3968253968254,"window_402503","501",126531200,126595362,64163,"-",0,"overlapStart",0,"ALDH7A1","aldehyde dehydrogenase 7 family member A1"
"window_402503.1","chr5",126590000,126600000,10001,"*",64,25.3968253968254,"window_402503","51808",126600925,126627252,26328,"+",924,"upstream",924,"PHAX","phosphorylated adaptor for RNA export"
"window_402517","chr5",126625000,126635000,10001,"*",68,26.984126984127,"window_402517","389320",126631705,126636284,4580,"+",0,"overlapStart",0,"TEX43","testis expressed 43"
"window_402675","chr5",127020000,127030000,10001,"*",51,20.2380952380952,"window_402675","115123",126867714,127030558,162845,"-",0,"inside",557,"MARCHF3","membrane associated ring-CH-type finger 3"
"window_402676","chr5",127022500,127032500,10001,"*",52,20.6349206349206,"window_402676","115123",126867714,127030558,162845,"-",0,"overlapStart",0,"MARCHF3","membrane associated ring-CH-type finger 3"
"window_402677","chr5",127025000,127035000,10001,"*",67,26.5873015873016,"window_402677","115123",126867714,127030558,162845,"-",0,"overlapStart",0,"MARCHF3","membrane associated ring-CH-type finger 3"
"window_402678","chr5",127027500,127037500,10001,"*",70,27.7777777777778,"window_402678","115123",126867714,127030558,162845,"-",0,"overlapStart",0,"MARCHF3","membrane associated ring-CH-type finger 3"
"window_402680","chr5",127032500,127042500,10001,"*",62,24.6031746031746,"window_402680","115123",126867714,127030558,162845,"-",1941,"upstream",1941,"MARCHF3","membrane associated ring-CH-type finger 3"
"window_402873","chr5",127515000,127525000,10001,"*",53,21.031746031746,"window_402873","133619",127517609,127555089,37481,"+",0,"overlapStart",0,"PRRC1","proline rich coiled-coil 1"
"window_402874","chr5",127517500,127527500,10001,"*",55,21.8253968253968,"window_402874","133619",127517609,127555089,37481,"+",0,"overlapStart",0,"PRRC1","proline rich coiled-coil 1"
"window_403279","chr5",128530000,128540000,10001,"*",68,26.984126984127,"window_403279","28965",128538013,129033642,495630,"+",0,"overlapStart",0,"SLC27A6","solute carrier family 27 member 6"
"window_403280","chr5",128532500,128542500,10001,"*",66,26.1904761904762,"window_403280","28965",128538013,129033642,495630,"+",0,"overlapStart",0,"SLC27A6","solute carrier family 27 member 6"
"window_403281","chr5",128535000,128545000,10001,"*",66,26.1904761904762,"window_403281","28965",128538013,129033642,495630,"+",0,"overlapStart",0,"SLC27A6","solute carrier family 27 member 6"
"window_403282","chr5",128537500,128547500,10001,"*",57,22.6190476190476,"window_403282","28965",128538013,129033642,495630,"+",0,"overlapStart",0,"SLC27A6","solute carrier family 27 member 6"
"window_404581","chr5",131785000,131795000,10001,"*",62,24.6031746031746,"window_404581","51735",131423921,131796983,373063,"-",0,"inside",1982,"RAPGEF6","Rap guanine nucleotide exchange factor 6"
"window_404581.1","chr5",131785000,131795000,10001,"*",62,24.6031746031746,"window_404581","96459",131641714,131797063,155350,"-",0,"inside",2062,"FNIP1","folliculin interacting protein 1"
"window_404586","chr5",131797500,131807500,10001,"*",54,21.4285714285714,"window_404586","51735",131423921,131796983,373063,"-",516,"upstream",516,"RAPGEF6","Rap guanine nucleotide exchange factor 6"
"window_404586.1","chr5",131797500,131807500,10001,"*",54,21.4285714285714,"window_404586","96459",131641714,131797063,155350,"-",436,"upstream",436,"FNIP1","folliculin interacting protein 1"
"window_404753","chr5",132215000,132225000,10001,"*",69,27.3809523809524,"window_404753","102465498",132217849,132217918,70,"-",0,"includeFeature",0,"MIR6830","microRNA 6830"
"window_404766","chr5",132247500,132257500,10001,"*",59,23.4126984126984,"window_404766","8572",132257696,132273454,15759,"+",195,"upstream",195,"PDLIM4","PDZ and LIM domain 4"
"window_404811","chr5",132360000,132370000,10001,"*",69,27.3809523809524,"window_404811","100500865",132365490,132365599,110,"-",0,"includeFeature",0,"MIR3936","microRNA 3936"
"window_404811.1","chr5",132360000,132370000,10001,"*",69,27.3809523809524,"window_404811","6584",132369752,132395614,25863,"+",0,"overlapStart",0,"SLC22A5","solute carrier family 22 member 5"
"window_404811.2","chr5",132360000,132370000,10001,"*",69,27.3809523809524,"window_404811","553103",132311285,132370170,58886,"-",0,"inside",169,"MIR3936HG","MIR3936 host gene"
"window_404812","chr5",132362500,132372500,10001,"*",73,28.968253968254,"window_404812","100500865",132365490,132365599,110,"-",0,"includeFeature",0,"MIR3936","microRNA 3936"
"window_404812.1","chr5",132362500,132372500,10001,"*",73,28.968253968254,"window_404812","6584",132369752,132395614,25863,"+",0,"overlapStart",0,"SLC22A5","solute carrier family 22 member 5"
"window_404812.2","chr5",132362500,132372500,10001,"*",73,28.968253968254,"window_404812","553103",132311285,132370170,58886,"-",0,"overlapStart",0,"MIR3936HG","MIR3936 host gene"
"window_404813","chr5",132365000,132375000,10001,"*",75,29.7619047619048,"window_404813","100500865",132365490,132365599,110,"-",0,"includeFeature",0,"MIR3936","microRNA 3936"
"window_404813.1","chr5",132365000,132375000,10001,"*",75,29.7619047619048,"window_404813","6584",132369752,132395614,25863,"+",0,"overlapStart",0,"SLC22A5","solute carrier family 22 member 5"
"window_404813.2","chr5",132365000,132375000,10001,"*",75,29.7619047619048,"window_404813","553103",132311285,132370170,58886,"-",0,"overlapStart",0,"MIR3936HG","MIR3936 host gene"
"window_404816","chr5",132372500,132382500,10001,"*",70,27.7777777777778,"window_404816","6584",132369752,132395614,25863,"+",0,"inside",2747,"SLC22A5","solute carrier family 22 member 5"
"window_404816.1","chr5",132372500,132382500,10001,"*",70,27.7777777777778,"window_404816","553103",132311285,132370170,58886,"-",2329,"upstream",2329,"MIR3936HG","MIR3936 host gene"
"window_404828","chr5",132402500,132412500,10001,"*",69,27.3809523809524,"window_404828","441108",132410636,132488702,78067,"+",0,"overlapStart",0,"IRF1-AS1","IRF1 antisense RNA 1"
"window_404828.1","chr5",132402500,132412500,10001,"*",69,27.3809523809524,"window_404828","10111",132410832,132646349,235518,"+",0,"overlapStart",0,"RAD50","RAD50 double strand break repair protein"
"window_404829","chr5",132405000,132415000,10001,"*",54,21.4285714285714,"window_404829","441108",132410636,132488702,78067,"+",0,"overlapStart",0,"IRF1-AS1","IRF1 antisense RNA 1"
"window_404829.1","chr5",132405000,132415000,10001,"*",54,21.4285714285714,"window_404829","10111",132410832,132646349,235518,"+",0,"overlapStart",0,"RAD50","RAD50 double strand break repair protein"
"window_404830","chr5",132407500,132417500,10001,"*",53,21.031746031746,"window_404830","441108",132410636,132488702,78067,"+",0,"overlapStart",0,"IRF1-AS1","IRF1 antisense RNA 1"
"window_404830.1","chr5",132407500,132417500,10001,"*",53,21.031746031746,"window_404830","10111",132410832,132646349,235518,"+",0,"overlapStart",0,"RAD50","RAD50 double strand break repair protein"
"window_404831","chr5",132410000,132420000,10001,"*",66,26.1904761904762,"window_404831","441108",132410636,132488702,78067,"+",0,"overlapStart",0,"IRF1-AS1","IRF1 antisense RNA 1"
"window_404831.1","chr5",132410000,132420000,10001,"*",66,26.1904761904762,"window_404831","10111",132410832,132646349,235518,"+",0,"overlapStart",0,"RAD50","RAD50 double strand break repair protein"
"window_404886","chr5",132547500,132557500,10001,"*",52,20.6349206349206,"window_404886","3567",132541445,132556838,15394,"-",0,"overlapStart",0,"IL5","interleukin 5"
"window_404887","chr5",132550000,132560000,10001,"*",74,29.3650793650794,"window_404887","3567",132541445,132556838,15394,"-",0,"overlapStart",0,"IL5","interleukin 5"
"window_404890","chr5",132557500,132567500,10001,"*",65,25.7936507936508,"window_404890","3567",132541445,132556838,15394,"-",661,"upstream",661,"IL5","interleukin 5"
"window_404926","chr5",132647500,132657500,10001,"*",68,26.984126984127,"window_404926","3596",132656263,132661110,4848,"+",0,"overlapStart",0,"IL13","interleukin 13"
"window_404960","chr5",132732500,132742500,10001,"*",54,21.4285714285714,"window_404960","11127",132692628,132737638,45011,"-",0,"overlapStart",0,"KIF3A","kinesin family member 3A"
"window_404961","chr5",132735000,132745000,10001,"*",60,23.8095238095238,"window_404961","11127",132692628,132737638,45011,"-",0,"overlapStart",0,"KIF3A","kinesin family member 3A"
"window_404961.1","chr5",132735000,132745000,10001,"*",60,23.8095238095238,"window_404961","645121",132747445,132754403,6959,"+",2444,"upstream",2444,"CCNI2","cyclin I family member 2"
"window_404962","chr5",132737500,132747500,10001,"*",61,24.2063492063492,"window_404962","11127",132692628,132737638,45011,"-",0,"overlapStart",0,"KIF3A","kinesin family member 3A"
"window_404962.1","chr5",132737500,132747500,10001,"*",61,24.2063492063492,"window_404962","645121",132747445,132754403,6959,"+",0,"overlapStart",0,"CCNI2","cyclin I family member 2"
"window_404963","chr5",132740000,132750000,10001,"*",51,20.2380952380952,"window_404963","11127",132692628,132737638,45011,"-",2361,"upstream",2361,"KIF3A","kinesin family member 3A"
"window_404963.1","chr5",132740000,132750000,10001,"*",51,20.2380952380952,"window_404963","645121",132747445,132754403,6959,"+",0,"overlapStart",0,"CCNI2","cyclin I family member 2"
"window_404966","chr5",132747500,132757500,10001,"*",56,22.2222222222222,"window_404966","645121",132747445,132754403,6959,"+",0,"overlapEnd",54,"CCNI2","cyclin I family member 2"
"window_405017","chr5",132875000,132885000,10001,"*",57,22.6190476190476,"window_405017","116842",132873444,132875046,1603,"+",0,"overlapEnd",1555,"LEAP2","liver enriched antimicrobial peptide 2"
"window_405073","chr5",133015000,133025000,10001,"*",71,28.1746031746032,"window_405073","54819",132996985,133026604,29620,"-",0,"inside",1603,"ZCCHC10","zinc finger CCHC-type containing 10"
"window_405075","chr5",133020000,133030000,10001,"*",59,23.4126984126984,"window_405075","54819",132996985,133026604,29620,"-",0,"overlapStart",0,"ZCCHC10","zinc finger CCHC-type containing 10"
"window_405076","chr5",133022500,133032500,10001,"*",58,23.015873015873,"window_405076","54819",132996985,133026604,29620,"-",0,"overlapStart",0,"ZCCHC10","zinc finger CCHC-type containing 10"
"window_405077","chr5",133025000,133035000,10001,"*",51,20.2380952380952,"window_405077","54819",132996985,133026604,29620,"-",0,"overlapStart",0,"ZCCHC10","zinc finger CCHC-type containing 10"
"window_405089","chr5",133055000,133065000,10001,"*",75,29.7619047619048,"window_405089","3308",133052013,133106449,54437,"+",0,"inside",2986,"HSPA4","heat shock protein family A (Hsp70) member 4"
"window_405509","chr5",134105000,134115000,10001,"*",61,24.2063492063492,"window_405509","6932",134114681,134151865,37185,"+",0,"overlapStart",0,"TCF7","transcription factor 7"
"window_405533","chr5",134165000,134175000,10001,"*",59,23.4126984126984,"window_405533","6500",134148935,134177038,28104,"-",0,"inside",2037,"SKP1","S-phase kinase associated protein 1"
"window_405537","chr5",134175000,134185000,10001,"*",56,22.2222222222222,"window_405537","6500",134148935,134177038,28104,"-",0,"overlapStart",0,"SKP1","S-phase kinase associated protein 1"
"window_405538","chr5",134177500,134187500,10001,"*",61,24.2063492063492,"window_405538","6500",134148935,134177038,28104,"-",461,"upstream",461,"SKP1","S-phase kinase associated protein 1"
"window_405539","chr5",134180000,134190000,10001,"*",69,27.3809523809524,"window_405539","6500",134148935,134177038,28104,"-",2961,"upstream",2961,"SKP1","S-phase kinase associated protein 1"
"window_405611","chr5",134360000,134370000,10001,"*",56,22.2222222222222,"window_405611","51265",134205614,134371047,165434,"-",0,"inside",1046,"CDKL3","cyclin dependent kinase like 3"
"window_405611.1","chr5",134360000,134370000,10001,"*",56,22.2222222222222,"window_405611","7320",134371469,134392108,20640,"+",1468,"upstream",1468,"UBE2B","ubiquitin conjugating enzyme E2 B"
"window_405612","chr5",134362500,134372500,10001,"*",72,28.5714285714286,"window_405612","51265",134205614,134371047,165434,"-",0,"overlapStart",0,"CDKL3","cyclin dependent kinase like 3"
"window_405612.1","chr5",134362500,134372500,10001,"*",72,28.5714285714286,"window_405612","7320",134371469,134392108,20640,"+",0,"overlapStart",0,"UBE2B","ubiquitin conjugating enzyme E2 B"
"window_405614","chr5",134367500,134377500,10001,"*",67,26.5873015873016,"window_405614","51265",134205614,134371047,165434,"-",0,"overlapStart",0,"CDKL3","cyclin dependent kinase like 3"
"window_405614.1","chr5",134367500,134377500,10001,"*",67,26.5873015873016,"window_405614","7320",134371469,134392108,20640,"+",0,"overlapStart",0,"UBE2B","ubiquitin conjugating enzyme E2 B"
"window_405615","chr5",134370000,134380000,10001,"*",59,23.4126984126984,"window_405615","51265",134205614,134371047,165434,"-",0,"overlapStart",0,"CDKL3","cyclin dependent kinase like 3"
"window_405615.1","chr5",134370000,134380000,10001,"*",59,23.4126984126984,"window_405615","7320",134371469,134392108,20640,"+",0,"overlapStart",0,"UBE2B","ubiquitin conjugating enzyme E2 B"
"window_405628","chr5",134402500,134412500,10001,"*",66,26.1904761904762,"window_405628","91368",134402065,134411881,9817,"-",0,"overlapStart",0,"CDKN2AIPNL","CDKN2A interacting protein N-terminal like"
"window_405629","chr5",134405000,134415000,10001,"*",59,23.4126984126984,"window_405629","91368",134402065,134411881,9817,"-",0,"overlapStart",0,"CDKN2AIPNL","CDKN2A interacting protein N-terminal like"
"window_405632","chr5",134412500,134422500,10001,"*",55,21.8253968253968,"window_405632","91368",134402065,134411881,9817,"-",618,"upstream",618,"CDKN2AIPNL","CDKN2A interacting protein N-terminal like"
"window_405649","chr5",134455000,134465000,10001,"*",68,26.984126984127,"window_405649","102546229",134429051,134460615,31565,"-",0,"overlapStart",0,"LOC102546229","uncharacterized LOC102546229"
"window_405652","chr5",134462500,134472500,10001,"*",72,28.5714285714286,"window_405652","102546229",134429051,134460615,31565,"-",1884,"upstream",1884,"LOC102546229","uncharacterized LOC102546229"
"window_405665","chr5",134495000,134505000,10001,"*",54,21.4285714285714,"window_405665","101927934",134506552,134509229,2678,"+",1551,"upstream",1551,"LINC01843","long intergenic non-protein coding RNA 1843"
"window_405668","chr5",134502500,134512500,10001,"*",60,23.8095238095238,"window_405668","101927934",134506552,134509229,2678,"+",0,"includeFeature",0,"LINC01843","long intergenic non-protein coding RNA 1843"
"window_405669","chr5",134505000,134515000,10001,"*",73,28.968253968254,"window_405669","101927934",134506552,134509229,2678,"+",0,"includeFeature",0,"LINC01843","long intergenic non-protein coding RNA 1843"
"window_405723","chr5",134640000,134650000,10001,"*",53,21.031746031746,"window_405723","10802",134648785,134727909,79125,"+",0,"overlapStart",0,"SEC24A","SEC24 homolog A, COPII coat complex component"
"window_405723.1","chr5",134640000,134650000,10001,"*",53,21.031746031746,"window_405723","51128",134601149,134649271,48123,"-",0,"overlapStart",0,"SAR1B","secretion associated Ras related GTPase 1B"
"window_405724","chr5",134642500,134652500,10001,"*",68,26.984126984127,"window_405724","10802",134648785,134727909,79125,"+",0,"overlapStart",0,"SEC24A","SEC24 homolog A, COPII coat complex component"
"window_405724.1","chr5",134642500,134652500,10001,"*",68,26.984126984127,"window_405724","51128",134601149,134649271,48123,"-",0,"overlapStart",0,"SAR1B","secretion associated Ras related GTPase 1B"
"window_405725","chr5",134645000,134655000,10001,"*",64,25.3968253968254,"window_405725","10802",134648785,134727909,79125,"+",0,"overlapStart",0,"SEC24A","SEC24 homolog A, COPII coat complex component"
"window_405725.1","chr5",134645000,134655000,10001,"*",64,25.3968253968254,"window_405725","51128",134601149,134649271,48123,"-",0,"overlapStart",0,"SAR1B","secretion associated Ras related GTPase 1B"
"window_405726","chr5",134647500,134657500,10001,"*",64,25.3968253968254,"window_405726","10802",134648785,134727909,79125,"+",0,"overlapStart",0,"SEC24A","SEC24 homolog A, COPII coat complex component"
"window_405726.1","chr5",134647500,134657500,10001,"*",64,25.3968253968254,"window_405726","51128",134601149,134649271,48123,"-",0,"overlapStart",0,"SAR1B","secretion associated Ras related GTPase 1B"
"window_405727","chr5",134650000,134660000,10001,"*",51,20.2380952380952,"window_405727","10802",134648785,134727909,79125,"+",0,"inside",1214,"SEC24A","SEC24 homolog A, COPII coat complex component"
"window_405727.1","chr5",134650000,134660000,10001,"*",51,20.2380952380952,"window_405727","51128",134601149,134649271,48123,"-",728,"upstream",728,"SAR1B","secretion associated Ras related GTPase 1B"
"window_405760","chr5",134732500,134742500,10001,"*",60,23.8095238095238,"window_405760","819",134738548,134752157,13610,"+",0,"overlapStart",0,"CAMLG","calcium modulating ligand"
"window_405761","chr5",134735000,134745000,10001,"*",63,25,"window_405761","819",134738548,134752157,13610,"+",0,"overlapStart",0,"CAMLG","calcium modulating ligand"
