"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_103405","chr2",9552500,9562500,10001,"*",109,43.2539682539683,"window_103405","6868",9488486,9556732,68247,"-",0,"overlapStart",0,"ADAM17","ADAM metallopeptidase domain 17"
"window_103406","chr2",9555000,9565000,10001,"*",110,43.6507936507937,"window_103406","6868",9488486,9556732,68247,"-",0,"overlapStart",0,"ADAM17","ADAM metallopeptidase domain 17"
"window_103518","chr2",9835000,9845000,10001,"*",116,46.031746031746,"window_103518","9014",9843443,9934416,90974,"+",0,"overlapStart",0,"TAF1B","TATA-box binding protein associated factor, RNA polymerase I subunit B"
"window_103519","chr2",9837500,9847500,10001,"*",123,48.8095238095238,"window_103519","9014",9843443,9934416,90974,"+",0,"overlapStart",0,"TAF1B","TATA-box binding protein associated factor, RNA polymerase I subunit B"
"window_103520","chr2",9840000,9850000,10001,"*",124,49.2063492063492,"window_103520","9014",9843443,9934416,90974,"+",0,"overlapStart",0,"TAF1B","TATA-box binding protein associated factor, RNA polymerase I subunit B"
"window_103521","chr2",9842500,9852500,10001,"*",122,48.4126984126984,"window_103521","9014",9843443,9934416,90974,"+",0,"overlapStart",0,"TAF1B","TATA-box binding protein associated factor, RNA polymerase I subunit B"
"window_103599","chr2",10037500,10047500,10001,"*",125,49.6031746031746,"window_103599","8462",10042849,10054836,11988,"+",0,"overlapStart",0,"KLF11","Kruppel like factor 11"
"window_103600","chr2",10040000,10050000,10001,"*",122,48.4126984126984,"window_103600","8462",10042849,10054836,11988,"+",0,"overlapStart",0,"KLF11","Kruppel like factor 11"
"window_103601","chr2",10042500,10052500,10001,"*",125,49.6031746031746,"window_103601","8462",10042849,10054836,11988,"+",0,"overlapStart",0,"KLF11","Kruppel like factor 11"
"window_103602","chr2",10045000,10055000,10001,"*",120,47.6190476190476,"window_103602","8462",10042849,10054836,11988,"+",0,"overlapEnd",2150,"KLF11","Kruppel like factor 11"
"window_103629","chr2",10112500,10122500,10001,"*",111,44.047619047619,"window_103629","6241",10120698,10199288,78591,"+",0,"overlapStart",0,"RRM2","ribonucleotide reductase regulatory subunit M2"
"window_103634","chr2",10125000,10135000,10001,"*",116,46.031746031746,"window_103634","348738",10129099,10211725,82627,"+",0,"overlapStart",0,"NA","NA"
"window_103635","chr2",10127500,10137500,10001,"*",111,44.047619047619,"window_103635","348738",10129099,10211725,82627,"+",0,"overlapStart",0,"NA","NA"
"window_103636","chr2",10130000,10140000,10001,"*",112,44.4444444444444,"window_103636","348738",10129099,10211725,82627,"+",0,"inside",900,"NA","NA"
"window_103703","chr2",10297500,10307500,10001,"*",101,40.0793650793651,"window_103703","3241",10302889,10427617,124729,"+",0,"overlapStart",0,"HPCAL1","hippocalcin like 1"
"window_103704","chr2",10300000,10310000,10001,"*",108,42.8571428571429,"window_103704","3241",10302889,10427617,124729,"+",0,"overlapStart",0,"HPCAL1","hippocalcin like 1"
"window_103706","chr2",10305000,10315000,10001,"*",107,42.4603174603175,"window_103706","3241",10302889,10427617,124729,"+",0,"inside",2110,"HPCAL1","hippocalcin like 1"
"window_103856","chr2",10680000,10690000,10001,"*",110,43.6507936507937,"window_103856","79954",10570754,10689987,119234,"-",0,"overlapStart",0,"NOL10","nucleolar protein 10"
"window_103856.1","chr2",10680000,10690000,10001,"*",110,43.6507936507937,"window_103856","106479524",10690344,10692099,1756,"+",343,"upstream",343,"RN7SL832P","RNA, 7SL, cytoplasmic 832, pseudogene"
"window_103857","chr2",10682500,10692500,10001,"*",107,42.4603174603175,"window_103857","79954",10570754,10689987,119234,"-",0,"overlapStart",0,"NOL10","nucleolar protein 10"
"window_103857.1","chr2",10682500,10692500,10001,"*",107,42.4603174603175,"window_103857","106479524",10690344,10692099,1756,"+",0,"includeFeature",0,"RN7SL832P","RNA, 7SL, cytoplasmic 832, pseudogene"
"window_103858","chr2",10685000,10695000,10001,"*",106,42.0634920634921,"window_103858","79954",10570754,10689987,119234,"-",0,"overlapStart",0,"NOL10","nucleolar protein 10"
"window_103858.1","chr2",10685000,10695000,10001,"*",106,42.0634920634921,"window_103858","106479524",10690344,10692099,1756,"+",0,"includeFeature",0,"RN7SL832P","RNA, 7SL, cytoplasmic 832, pseudogene"
"window_103859","chr2",10687500,10697500,10001,"*",105,41.6666666666667,"window_103859","79954",10570754,10689987,119234,"-",0,"overlapStart",0,"NOL10","nucleolar protein 10"
"window_103859.1","chr2",10687500,10697500,10001,"*",105,41.6666666666667,"window_103859","106479524",10690344,10692099,1756,"+",0,"includeFeature",0,"RN7SL832P","RNA, 7SL, cytoplasmic 832, pseudogene"
"window_104166","chr2",11455000,11465000,10001,"*",118,46.8253968253968,"window_104166","1876",11444375,11466177,21803,"-",0,"inside",1176,"E2F6","E2F transcription factor 6"
"window_104167","chr2",11457500,11467500,10001,"*",123,48.8095238095238,"window_104167","1876",11444375,11466177,21803,"-",0,"overlapStart",0,"E2F6","E2F transcription factor 6"
"window_104168","chr2",11460000,11470000,10001,"*",122,48.4126984126984,"window_104168","1876",11444375,11466177,21803,"-",0,"overlapStart",0,"E2F6","E2F transcription factor 6"
"window_105817","chr2",15582500,15592500,10001,"*",118,46.8253968253968,"window_105817","1653",15591178,15631111,39934,"+",0,"overlapStart",0,"DDX1","DEAD-box helicase 1"
"window_105818","chr2",15585000,15595000,10001,"*",121,48.015873015873,"window_105818","1653",15591178,15631111,39934,"+",0,"overlapStart",0,"DDX1","DEAD-box helicase 1"
"window_105819","chr2",15587500,15597500,10001,"*",123,48.8095238095238,"window_105819","1653",15591178,15631111,39934,"+",0,"overlapStart",0,"DDX1","DEAD-box helicase 1"
"window_105820","chr2",15590000,15600000,10001,"*",124,49.2063492063492,"window_105820","1653",15591178,15631111,39934,"+",0,"overlapStart",0,"DDX1","DEAD-box helicase 1"
"window_106682","chr2",17745000,17755000,10001,"*",120,47.6190476190476,"window_106682","348654",17753858,17788946,35089,"+",0,"overlapStart",0,"GEN1","GEN1 Holliday junction 5' flap endonuclease"
"window_106683","chr2",17747500,17757500,10001,"*",120,47.6190476190476,"window_106683","348654",17753858,17788946,35089,"+",0,"overlapStart",0,"GEN1","GEN1 Holliday junction 5' flap endonuclease"
"window_106684","chr2",17750000,17760000,10001,"*",117,46.4285714285714,"window_106684","348654",17753858,17788946,35089,"+",0,"overlapStart",0,"GEN1","GEN1 Holliday junction 5' flap endonuclease"
"window_106685","chr2",17752500,17762500,10001,"*",106,42.0634920634921,"window_106685","348654",17753858,17788946,35089,"+",0,"overlapStart",0,"GEN1","GEN1 Holliday junction 5' flap endonuclease"
"window_107004","chr2",18550000,18560000,10001,"*",117,46.4285714285714,"window_107004","57665",18554723,18560679,5957,"-",0,"overlapEnd",678,"RDH14","retinol dehydrogenase 14"
"window_107005","chr2",18552500,18562500,10001,"*",125,49.6031746031746,"window_107005","57665",18554723,18560679,5957,"-",0,"includeFeature",0,"RDH14","retinol dehydrogenase 14"
"window_107006","chr2",18555000,18565000,10001,"*",125,49.6031746031746,"window_107006","57665",18554723,18560679,5957,"-",0,"overlapStart",0,"RDH14","retinol dehydrogenase 14"
"window_107007","chr2",18557500,18567500,10001,"*",125,49.6031746031746,"window_107007","57665",18554723,18560679,5957,"-",0,"overlapStart",0,"RDH14","retinol dehydrogenase 14"
"window_107008","chr2",18560000,18570000,10001,"*",113,44.8412698412698,"window_107008","57665",18554723,18560679,5957,"-",0,"overlapStart",0,"RDH14","retinol dehydrogenase 14"
"window_107322","chr2",19345000,19355000,10001,"*",105,41.6666666666667,"window_107322","400945",18986451,19348067,361617,"-",0,"overlapStart",0,"LINC01376","long intergenic non-protein coding RNA 1376"
"window_107322.1","chr2",19345000,19355000,10001,"*",105,41.6666666666667,"window_107322","100616307",19348429,19348505,77,"+",0,"includeFeature",0,"MIR4757","microRNA 4757"
"window_107601","chr2",20042500,20052500,10001,"*",104,41.2698412698413,"window_107601","9741",20032650,20051628,18979,"-",0,"overlapStart",0,"LAPTM4A","lysosomal protein transmembrane 4 alpha"
"window_107602","chr2",20045000,20055000,10001,"*",103,40.8730158730159,"window_107602","9741",20032650,20051628,18979,"-",0,"overlapStart",0,"LAPTM4A","lysosomal protein transmembrane 4 alpha"
"window_107669","chr2",20212500,20222500,10001,"*",101,40.0793650793651,"window_107669","6382",20200797,20225433,24637,"-",0,"inside",2932,"SDC1","syndecan 1"
"window_107670","chr2",20215000,20225000,10001,"*",110,43.6507936507937,"window_107670","6382",20200797,20225433,24637,"-",0,"inside",432,"SDC1","syndecan 1"
"window_107671","chr2",20217500,20227500,10001,"*",114,45.2380952380952,"window_107671","6382",20200797,20225433,24637,"-",0,"overlapStart",0,"SDC1","syndecan 1"
"window_107672","chr2",20220000,20230000,10001,"*",115,45.6349206349206,"window_107672","6382",20200797,20225433,24637,"-",0,"overlapStart",0,"SDC1","syndecan 1"
"window_107673","chr2",20222500,20232500,10001,"*",117,46.4285714285714,"window_107673","6382",20200797,20225433,24637,"-",0,"overlapStart",0,"SDC1","syndecan 1"
"window_107674","chr2",20225000,20235000,10001,"*",111,44.047619047619,"window_107674","6382",20200797,20225433,24637,"-",0,"overlapStart",0,"SDC1","syndecan 1"
"window_107720","chr2",20340000,20350000,10001,"*",102,40.4761904761905,"window_107720","23369",20248691,20352234,103544,"-",0,"inside",2233,"PUM2","pumilio RNA binding family member 2"
"window_107910","chr2",20815000,20825000,10001,"*",101,40.0793650793651,"window_107910","60526",20684014,20823130,139117,"-",0,"overlapStart",0,"LDAH","lipid droplet associated hydrolase"
"window_108935","chr2",23377500,23387500,10001,"*",118,46.8253968253968,"window_108935","114818",23385179,23708611,323433,"+",0,"overlapStart",0,"KLHL29","kelch like family member 29"
"window_108938","chr2",23385000,23395000,10001,"*",124,49.2063492063492,"window_108938","114818",23385179,23708611,323433,"+",0,"overlapStart",0,"KLHL29","kelch like family member 29"
"window_109151","chr2",23917500,23927500,10001,"*",126,50,"window_109151","54454",23748664,23927123,178460,"-",0,"overlapStart",0,"ATAD2B","ATPase family AAA domain containing 2B"
"window_109151.1","chr2",23917500,23927500,10001,"*",126,50,"window_109151","165324",23927285,24004909,77625,"+",0,"overlapStart",0,"UBXN2A","UBX domain protein 2A"
"window_109155","chr2",23927500,23937500,10001,"*",119,47.2222222222222,"window_109155","54454",23748664,23927123,178460,"-",376,"upstream",376,"ATAD2B","ATPase family AAA domain containing 2B"
"window_109155.1","chr2",23927500,23937500,10001,"*",119,47.2222222222222,"window_109155","165324",23927285,24004909,77625,"+",0,"inside",214,"UBXN2A","UBX domain protein 2A"
"window_109210","chr2",24065000,24075000,10001,"*",111,44.047619047619,"window_109210","51639",24067586,24076373,8788,"-",0,"overlapEnd",1372,"SF3B6","splicing factor 3b subunit 6"
"window_109210.1","chr2",24065000,24075000,10001,"*",111,44.047619047619,"window_109210","375190",24076526,24190436,113911,"+",1525,"upstream",1525,"FAM228B","family with sequence similarity 228 member B"
"window_109219","chr2",24087500,24097500,10001,"*",111,44.047619047619,"window_109219","9540",24077433,24085215,7783,"-",2284,"upstream",2284,"TP53I3","tumor protein p53 inducible protein 3"
"window_109498","chr2",24785000,24795000,10001,"*",116,46.031746031746,"window_109498","79172",24793136,24822376,29241,"+",0,"overlapStart",0,"CENPO","centromere protein O"
"window_109498.1","chr2",24785000,24795000,10001,"*",116,46.031746031746,"window_109498","391356",24789734,24793382,3649,"-",0,"includeFeature",0,"PTRHD1","peptidyl-tRNA hydrolase domain containing 1"
"window_109502","chr2",24795000,24805000,10001,"*",105,41.6666666666667,"window_109502","79172",24793136,24822376,29241,"+",0,"inside",1863,"CENPO","centromere protein O"
"window_109502.1","chr2",24795000,24805000,10001,"*",105,41.6666666666667,"window_109502","391356",24789734,24793382,3649,"-",1617,"upstream",1617,"PTRHD1","peptidyl-tRNA hydrolase domain containing 1"
"window_109549","chr2",24912500,24922500,10001,"*",103,40.8730158730159,"window_109549","109",24819169,24919839,100671,"-",0,"overlapStart",0,"ADCY3","adenylate cyclase 3"
"window_109550","chr2",24915000,24925000,10001,"*",103,40.8730158730159,"window_109550","109",24819169,24919839,100671,"-",0,"overlapStart",0,"ADCY3","adenylate cyclase 3"
"window_109714","chr2",25325000,25335000,10001,"*",111,44.047619047619,"window_109714","100302246",25328640,25328721,82,"-",0,"includeFeature",0,"MIR1301","microRNA 1301"
"window_109715","chr2",25327500,25337500,10001,"*",107,42.4603174603175,"window_109715","100302246",25328640,25328721,82,"-",0,"includeFeature",0,"MIR1301","microRNA 1301"
"window_109716","chr2",25330000,25340000,10001,"*",116,46.031746031746,"window_109716","100302246",25328640,25328721,82,"-",1278,"upstream",1278,"MIR1301","microRNA 1301"
"window_109716.1","chr2",25330000,25340000,10001,"*",116,46.031746031746,"window_109716","1788",25227855,25342590,114736,"-",0,"inside",2589,"DNMT3A","DNA methyltransferase 3 alpha"
"window_109932","chr2",25870000,25880000,10001,"*",110,43.6507936507937,"window_109932","55252",25733753,25878487,144735,"-",0,"overlapStart",0,"ASXL2","ASXL transcriptional regulator 2"
"window_109994","chr2",26025000,26035000,10001,"*",114,45.2380952380952,"window_109994","10890",26034084,26137454,103371,"+",0,"overlapStart",0,"RAB10","RAB10, member RAS oncogene family"
"window_109995","chr2",26027500,26037500,10001,"*",112,44.4444444444444,"window_109995","10890",26034084,26137454,103371,"+",0,"overlapStart",0,"RAB10","RAB10, member RAS oncogene family"
"window_109996","chr2",26030000,26040000,10001,"*",109,43.2539682539683,"window_109996","10890",26034084,26137454,103371,"+",0,"overlapStart",0,"RAB10","RAB10, member RAS oncogene family"
"window_109998","chr2",26035000,26045000,10001,"*",117,46.4285714285714,"window_109998","10890",26034084,26137454,103371,"+",0,"inside",915,"RAB10","RAB10, member RAS oncogene family"
"window_110121","chr2",26342500,26352500,10001,"*",104,41.2698412698413,"window_110121","165082",26308173,26346817,38645,"-",0,"overlapStart",0,"ADGRF3","adhesion G protein-coupled receptor F3"
"window_110122","chr2",26345000,26355000,10001,"*",104,41.2698412698413,"window_110122","165082",26308173,26346817,38645,"-",0,"overlapStart",0,"ADGRF3","adhesion G protein-coupled receptor F3"
"window_110287","chr2",26757500,26767500,10001,"*",113,44.8412698412698,"window_110287","54978",26764284,26781231,16948,"+",0,"overlapStart",0,"SLC35F6","solute carrier family 35 member F6"
"window_110287.1","chr2",26757500,26767500,10001,"*",113,44.8412698412698,"window_110287","1058",26764289,26801067,36779,"+",0,"overlapStart",0,"CENPA","centromere protein A"
"window_110288","chr2",26760000,26770000,10001,"*",126,50,"window_110288","54978",26764284,26781231,16948,"+",0,"overlapStart",0,"SLC35F6","solute carrier family 35 member F6"
"window_110288.1","chr2",26760000,26770000,10001,"*",126,50,"window_110288","1058",26764289,26801067,36779,"+",0,"overlapStart",0,"CENPA","centromere protein A"
"window_110389","chr2",27012500,27022500,10001,"*",115,45.6349206349206,"window_110389","100129724",26984776,27014612,29837,"-",0,"overlapStart",0,"MAPRE3-AS1","MAPRE3 antisense RNA 1"
"window_110413","chr2",27072500,27082500,10001,"*",116,46.031746031746,"window_110413","100128731",27070472,27071654,1183,"-",845,"upstream",845,"OST4","oligosaccharyltransferase complex subunit 4, non-catalytic"
"window_110413.1","chr2",27072500,27082500,10001,"*",116,46.031746031746,"window_110413","11117",27078615,27086403,7789,"+",0,"overlapStart",0,"EMILIN1","elastin microfibril interfacer 1"
"window_110414","chr2",27075000,27085000,10001,"*",115,45.6349206349206,"window_110414","11117",27078615,27086403,7789,"+",0,"overlapStart",0,"EMILIN1","elastin microfibril interfacer 1"
"window_110414.1","chr2",27075000,27085000,10001,"*",115,45.6349206349206,"window_110414","3795",27086747,27100762,14016,"+",1746,"upstream",1746,"KHK","ketohexokinase"
"window_110415","chr2",27077500,27087500,10001,"*",126,50,"window_110415","11117",27078615,27086403,7789,"+",0,"includeFeature",0,"EMILIN1","elastin microfibril interfacer 1"
"window_110415.1","chr2",27077500,27087500,10001,"*",126,50,"window_110415","3795",27086747,27100762,14016,"+",0,"overlapStart",0,"KHK","ketohexokinase"
"window_110417","chr2",27082500,27092500,10001,"*",126,50,"window_110417","3795",27086747,27100762,14016,"+",0,"overlapStart",0,"KHK","ketohexokinase"
"window_110419","chr2",27087500,27097500,10001,"*",118,46.8253968253968,"window_110419","3795",27086747,27100762,14016,"+",0,"inside",752,"KHK","ketohexokinase"
"window_110437","chr2",27132500,27142500,10001,"*",112,44.4444444444444,"window_110437","10113",27130756,27134666,3911,"-",0,"overlapStart",0,"PREB","prolactin regulatory element binding"
"window_110437.1","chr2",27132500,27142500,10001,"*",112,44.4444444444444,"window_110437","339779",27136848,27139410,2563,"-",0,"includeFeature",0,"PRR30","proline rich 30"
"window_110503","chr2",27297500,27307500,10001,"*",102,40.4761904761905,"window_110503","7349",27307400,27308445,1046,"-",0,"overlapEnd",944,"UCN","urocortin"
"window_110504","chr2",27300000,27310000,10001,"*",108,42.8571428571429,"window_110504","7349",27307400,27308445,1046,"-",0,"includeFeature",0,"UCN","urocortin"
"window_110518","chr2",27335000,27345000,10001,"*",123,48.8095238095238,"window_110518","100505624",27335520,27342599,7080,"+",0,"includeFeature",0,"GTF3C2-AS1","GTF3C2 antisense RNA 1"
"window_110519","chr2",27337500,27347500,10001,"*",113,44.8412698412698,"window_110519","100505624",27335520,27342599,7080,"+",0,"overlapEnd",1979,"GTF3C2-AS1","GTF3C2 antisense RNA 1"
"window_110538","chr2",27385000,27395000,10001,"*",118,46.8253968253968,"window_110538","2498",27392784,27393367,584,"-",0,"includeFeature",0,"FTH1P3","ferritin heavy chain 1 pseudogene 3"
"window_110539","chr2",27387500,27397500,10001,"*",112,44.4444444444444,"window_110539","2498",27392784,27393367,584,"-",0,"includeFeature",0,"FTH1P3","ferritin heavy chain 1 pseudogene 3"
"window_110540","chr2",27390000,27400000,10001,"*",117,46.4285714285714,"window_110540","2498",27392784,27393367,584,"-",0,"includeFeature",0,"FTH1P3","ferritin heavy chain 1 pseudogene 3"
"window_110541","chr2",27392500,27402500,10001,"*",117,46.4285714285714,"window_110541","2498",27392784,27393367,584,"-",0,"includeFeature",0,"FTH1P3","ferritin heavy chain 1 pseudogene 3"
"window_110576","chr2",27480000,27490000,10001,"*",103,40.8730158730159,"window_110576","26160",27444377,27489789,45413,"-",0,"overlapStart",0,"IFT172","intraflagellar transport 172"
"window_110577","chr2",27482500,27492500,10001,"*",103,40.8730158730159,"window_110577","26160",27444377,27489789,45413,"-",0,"overlapStart",0,"IFT172","intraflagellar transport 172"
"window_110577.1","chr2",27482500,27492500,10001,"*",103,40.8730158730159,"window_110577","64838",27491883,27495200,3318,"-",0,"overlapEnd",2699,"FNDC4","fibronectin type III domain containing 4"
"window_110632","chr2",27620000,27630000,10001,"*",126,50,"window_110632","11321",27628247,27651511,23265,"+",0,"overlapStart",0,"GPN1","GPN-loop GTPase 1"
"window_110632.1","chr2",27620000,27630000,10001,"*",126,50,"window_110632","79635",27625639,27629012,3374,"-",0,"includeFeature",0,"CCDC121","coiled-coil domain containing 121"
"window_110633","chr2",27622500,27632500,10001,"*",112,44.4444444444444,"window_110633","11321",27628247,27651511,23265,"+",0,"overlapStart",0,"GPN1","GPN-loop GTPase 1"
"window_110633.1","chr2",27622500,27632500,10001,"*",112,44.4444444444444,"window_110633","79635",27625639,27629012,3374,"-",0,"includeFeature",0,"CCDC121","coiled-coil domain containing 121"
"window_110689","chr2",27762500,27772500,10001,"*",114,45.2380952380952,"window_110689","9553",27771717,27779734,8018,"+",0,"overlapStart",0,"MRPL33","mitochondrial ribosomal protein L33"
"window_110689.1","chr2",27762500,27772500,10001,"*",114,45.2380952380952,"window_110689","9577",27771739,28338901,567163,"+",0,"overlapStart",0,"BABAM2","BRISC and BRCA1 A complex member 2"
"window_110690","chr2",27765000,27775000,10001,"*",124,49.2063492063492,"window_110690","9553",27771717,27779734,8018,"+",0,"overlapStart",0,"MRPL33","mitochondrial ribosomal protein L33"
"window_110690.1","chr2",27765000,27775000,10001,"*",124,49.2063492063492,"window_110690","9577",27771739,28338901,567163,"+",0,"overlapStart",0,"BABAM2","BRISC and BRCA1 A complex member 2"
"window_110692","chr2",27770000,27780000,10001,"*",124,49.2063492063492,"window_110692","9553",27771717,27779734,8018,"+",0,"includeFeature",0,"MRPL33","mitochondrial ribosomal protein L33"
"window_110692.1","chr2",27770000,27780000,10001,"*",124,49.2063492063492,"window_110692","9577",27771739,28338901,567163,"+",0,"overlapStart",0,"BABAM2","BRISC and BRCA1 A complex member 2"
"window_110937","chr2",28382500,28392500,10001,"*",105,41.6666666666667,"window_110937","2355",28392448,28417317,24870,"+",0,"overlapStart",0,"FOSL2","FOS like 2, AP-1 transcription factor subunit"
"window_110937.1","chr2",28382500,28392500,10001,"*",105,41.6666666666667,"window_110937","403150",28384409,28394672,10264,"-",0,"overlapEnd",2171,"FLJ31356","uncharacterized protein FLJ31356"
"window_111097","chr2",28782500,28792500,10001,"*",119,47.2222222222222,"window_111097","245711",28782517,28850611,68095,"+",0,"overlapStart",0,"SPDYA","speedy/RINGO cell cycle regulator family member A"
"window_111098","chr2",28785000,28795000,10001,"*",121,48.015873015873,"window_111098","245711",28782517,28850611,68095,"+",0,"inside",2482,"SPDYA","speedy/RINGO cell cycle regulator family member A"
"window_111150","chr2",28915000,28925000,10001,"*",122,48.4126984126984,"window_111150","26796",28927067,28927144,78,"+",2066,"upstream",2066,"SNORD53","small nucleolar RNA, C/D box 53"
"window_111150.1","chr2",28915000,28925000,10001,"*",122,48.4126984126984,"window_111150","109617012",28927983,28928060,78,"+",2982,"upstream",2982,"SNORD53B","small nucleolar RNA, C/D box 53B"
"window_111151","chr2",28917500,28927500,10001,"*",124,49.2063492063492,"window_111151","26796",28927067,28927144,78,"+",0,"includeFeature",0,"SNORD53","small nucleolar RNA, C/D box 53"
"window_111151.1","chr2",28917500,28927500,10001,"*",124,49.2063492063492,"window_111151","109617012",28927983,28928060,78,"+",482,"upstream",482,"SNORD53B","small nucleolar RNA, C/D box 53B"
"window_111152","chr2",28920000,28930000,10001,"*",122,48.4126984126984,"window_111152","26796",28927067,28927144,78,"+",0,"includeFeature",0,"SNORD53","small nucleolar RNA, C/D box 53"
"window_111152.1","chr2",28920000,28930000,10001,"*",122,48.4126984126984,"window_111152","109617012",28927983,28928060,78,"+",0,"includeFeature",0,"SNORD53B","small nucleolar RNA, C/D box 53B"
"window_111153","chr2",28922500,28932500,10001,"*",115,45.6349206349206,"window_111153","26796",28927067,28927144,78,"+",0,"includeFeature",0,"SNORD53","small nucleolar RNA, C/D box 53"
"window_111153.1","chr2",28922500,28932500,10001,"*",115,45.6349206349206,"window_111153","109617012",28927983,28928060,78,"+",0,"includeFeature",0,"SNORD53B","small nucleolar RNA, C/D box 53B"
"window_111154","chr2",28925000,28935000,10001,"*",111,44.047619047619,"window_111154","26796",28927067,28927144,78,"+",0,"includeFeature",0,"SNORD53","small nucleolar RNA, C/D box 53"
"window_111154.1","chr2",28925000,28935000,10001,"*",111,44.047619047619,"window_111154","109617012",28927983,28928060,78,"+",0,"includeFeature",0,"SNORD53B","small nucleolar RNA, C/D box 53B"
"window_111640","chr2",30140000,30150000,10001,"*",108,42.8571428571429,"window_111640","51646",30146941,30160533,13593,"+",0,"overlapStart",0,"YPEL5","yippee like 5"
"window_111641","chr2",30142500,30152500,10001,"*",118,46.8253968253968,"window_111641","51646",30146941,30160533,13593,"+",0,"overlapStart",0,"YPEL5","yippee like 5"
"window_111642","chr2",30145000,30155000,10001,"*",120,47.6190476190476,"window_111642","51646",30146941,30160533,13593,"+",0,"overlapStart",0,"YPEL5","yippee like 5"
"window_111643","chr2",30147500,30157500,10001,"*",105,41.6666666666667,"window_111643","51646",30146941,30160533,13593,"+",0,"inside",558,"YPEL5","yippee like 5"
"window_111759","chr2",30437500,30447500,10001,"*",107,42.4603174603175,"window_111759","253558",30447226,30644225,197000,"+",0,"overlapStart",0,"LCLAT1","lysocardiolipin acyltransferase 1"
"window_111760","chr2",30440000,30450000,10001,"*",113,44.8412698412698,"window_111760","253558",30447226,30644225,197000,"+",0,"overlapStart",0,"LCLAT1","lysocardiolipin acyltransferase 1"
"window_111761","chr2",30442500,30452500,10001,"*",112,44.4444444444444,"window_111761","253558",30447226,30644225,197000,"+",0,"overlapStart",0,"LCLAT1","lysocardiolipin acyltransferase 1"
"window_111762","chr2",30445000,30455000,10001,"*",113,44.8412698412698,"window_111762","253558",30447226,30644225,197000,"+",0,"overlapStart",0,"LCLAT1","lysocardiolipin acyltransferase 1"
"window_111763","chr2",30447500,30457500,10001,"*",108,42.8571428571429,"window_111763","253558",30447226,30644225,197000,"+",0,"inside",273,"LCLAT1","lysocardiolipin acyltransferase 1"
"window_112396","chr2",32030000,32040000,10001,"*",104,41.2698412698413,"window_112396","84661",32011886,32039805,27920,"-",0,"overlapStart",0,"DPY30","dpy-30 histone methyltransferase complex regulatory subunit"
"window_112632","chr2",32620000,32630000,10001,"*",105,41.6666666666667,"window_112632","55622",32628032,32821051,193020,"+",0,"overlapStart",0,"TTC27","tetratricopeptide repeat domain 27"
"window_114443","chr2",37147500,37157500,10001,"*",117,46.4285714285714,"window_114443","5610",37099210,37157065,57856,"-",0,"overlapStart",0,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"window_114444","chr2",37150000,37160000,10001,"*",113,44.8412698412698,"window_114444","5610",37099210,37157065,57856,"-",0,"overlapStart",0,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"window_114445","chr2",37152500,37162500,10001,"*",114,45.2380952380952,"window_114445","5610",37099210,37157065,57856,"-",0,"overlapStart",0,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"window_114446","chr2",37155000,37165000,10001,"*",106,42.0634920634921,"window_114446","5610",37099210,37157065,57856,"-",0,"overlapStart",0,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"window_114459","chr2",37187500,37197500,10001,"*",118,46.8253968253968,"window_114459","100505876",37196488,37216193,19706,"+",0,"overlapStart",0,"CEBPZOS","CEBPZ opposite strand"
"window_114459.1","chr2",37187500,37197500,10001,"*",118,46.8253968253968,"window_114459","391365",37167820,37196598,28779,"-",0,"overlapStart",0,"SULT6B1","sulfotransferase family 6B member 1"
"window_114463","chr2",37197500,37207500,10001,"*",121,48.015873015873,"window_114463","100505876",37196488,37216193,19706,"+",0,"inside",1011,"CEBPZOS","CEBPZ opposite strand"
"window_114463.1","chr2",37197500,37207500,10001,"*",121,48.015873015873,"window_114463","391365",37167820,37196598,28779,"-",901,"upstream",901,"SULT6B1","sulfotransferase family 6B member 1"
"window_114473","chr2",37222500,37232500,10001,"*",124,49.2063492063492,"window_114473","10153",37201612,37231596,29985,"-",0,"overlapStart",0,"CEBPZ","CCAAT enhancer binding protein zeta"
"window_114473.1","chr2",37222500,37232500,10001,"*",124,49.2063492063492,"window_114473","55471",37231631,37253403,21773,"+",0,"overlapStart",0,"NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7"
"window_114474","chr2",37225000,37235000,10001,"*",126,50,"window_114474","10153",37201612,37231596,29985,"-",0,"overlapStart",0,"CEBPZ","CCAAT enhancer binding protein zeta"
"window_114474.1","chr2",37225000,37235000,10001,"*",126,50,"window_114474","55471",37231631,37253403,21773,"+",0,"overlapStart",0,"NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7"
"window_114512","chr2",37320000,37330000,10001,"*",101,40.0793650793651,"window_114512","23683",37250502,37324808,74307,"-",0,"overlapStart",0,"PRKD3","protein kinase D3"
"window_114513","chr2",37322500,37332500,10001,"*",103,40.8730158730159,"window_114513","23683",37250502,37324808,74307,"-",0,"overlapStart",0,"PRKD3","protein kinase D3"
